9/6/13 12:47:04 PM EDT,2083,769
9/6/13 12:47:04 PM EDT,2067,768
9/6/13 12:47:04 PM EDT,2094,772
9/6/13 12:47:04 PM EDT,2076,754
9/6/13 12:47:04 PM EDT,2090,764
9/6/13 12:47:04 PM EDT,2082,775
9/6/13 12:47:04 PM EDT,2100,764
9/6/13 12:47:04 PM EDT,2061,778
9/6/13 12:47:04 PM EDT,2068,789
9/6/13 12:47:04 PM EDT,2077,754
9/6/13 12:47:04 PM EDT,2084,766
9/6/13 12:47:04 PM EDT,2075,762
9/6/13 12:47:04 PM EDT,2085,772
9/6/13 12:47:04 PM EDT,2099,761
9/6/13 12:47:04 PM EDT,2069,764
9/6/13 12:47:04 PM EDT,2070,773
9/6/13 12:47:04 PM EDT,2097,772
9/6/13 12:47:04 PM EDT,2098,766
9/6/13 12:47:04 PM EDT,2086,776
9/6/13 12:47:04 PM EDT,2079,771
9/6/13 12:47:04 PM EDT,2063,775
9/6/13 12:47:04 PM EDT,2062,775
9/6/13 12:47:04 PM EDT,2096,761
9/6/13 12:47:04 PM EDT,2071,761
9/6/13 12:47:04 PM EDT,2078,761
9/6/13 12:47:04 PM EDT,2091,774
9/6/13 12:47:04 PM EDT,2088,777
9/6/13 12:47:04 PM EDT,2081,751
9/6/13 12:47:04 PM EDT,2087,770
9/6/13 12:47:04 PM EDT,2095,772
9/6/13 12:47:04 PM EDT,2072,779
9/6/13 12:47:04 PM EDT,2065,765
9/6/13 12:47:04 PM EDT,2074,769
9/6/13 12:47:04 PM EDT,2092,765
9/6/13 12:47:04 PM EDT,2064,762
9/6/13 12:47:04 PM EDT,2089,780
9/6/13 12:47:04 PM EDT,2066,775
9/6/13 12:47:04 PM EDT,2073,781
9/6/13 12:47:04 PM EDT,2093,779
9/6/13 12:47:04 PM EDT,2080,770
