7/30/13 4:01:30 PM EDT,2412,771
7/30/13 4:01:30 PM EDT,2416,764
7/30/13 4:01:30 PM EDT,2419,766
7/30/13 4:01:30 PM EDT,2420,767
7/30/13 4:01:30 PM EDT,2421,766
7/30/13 4:01:30 PM EDT,2422,769
7/30/13 4:01:30 PM EDT,2423,776
7/30/13 4:01:30 PM EDT,2424,785
7/30/13 4:01:30 PM EDT,2425,770
7/30/13 4:01:30 PM EDT,2426,772
7/30/13 4:01:30 PM EDT,2427,771
7/30/13 4:01:30 PM EDT,2428,771
7/30/13 4:01:30 PM EDT,2429,779
7/30/13 4:01:30 PM EDT,2430,781
7/30/13 4:01:30 PM EDT,2431,758
7/30/13 4:01:30 PM EDT,2432,764
7/30/13 4:01:30 PM EDT,2433,775
7/30/13 4:01:30 PM EDT,2434,760
7/30/13 4:01:30 PM EDT,2435,774
7/30/13 4:01:30 PM EDT,2436,778
7/30/13 4:01:30 PM EDT,2437,750
7/30/13 4:01:30 PM EDT,2438,773
7/30/13 4:01:30 PM EDT,2439,768
7/30/13 4:01:30 PM EDT,2440,787
7/30/13 4:01:30 PM EDT,2441,762
7/30/13 4:01:30 PM EDT,2442,772
7/30/13 4:01:30 PM EDT,2443,770
7/30/13 4:01:30 PM EDT,2444,779
7/30/13 4:01:30 PM EDT,2450,776
7/30/13 4:01:30 PM EDT,2451,764
7/30/13 4:01:30 PM EDT,2452,771
7/30/13 4:01:30 PM EDT,2453,764
7/30/13 4:01:30 PM EDT,2454,768
7/30/13 4:01:30 PM EDT,2455,775
7/30/13 4:01:30 PM EDT,2456,772
7/30/13 4:01:30 PM EDT,2457,767
7/30/13 4:01:30 PM EDT,2458,772
7/30/13 4:01:30 PM EDT,2459,767
7/30/13 4:01:30 PM EDT,2460,762
7/30/13 4:01:30 PM EDT,2461,771
7/30/13 4:01:30 PM EDT,2462,781
7/30/13 4:01:30 PM EDT,2464,763
7/30/13 4:01:30 PM EDT,2465,779
7/30/13 4:01:30 PM EDT,2466,778
7/30/13 4:01:30 PM EDT,2467,763
7/30/13 4:01:30 PM EDT,2468,754
7/30/13 4:01:30 PM EDT,2469,774
7/30/13 4:01:30 PM EDT,2470,776
7/30/13 4:01:30 PM EDT,2874,785
7/30/13 4:01:30 PM EDT,2876,772
7/30/13 4:01:30 PM EDT,2878,771
7/30/13 4:01:30 PM EDT,2965,762
7/30/13 4:01:30 PM EDT,2966,777
7/30/13 4:01:30 PM EDT,2980,771
7/30/13 4:01:30 PM EDT,2981,773
7/30/13 4:01:30 PM EDT,2982,759
7/30/13 4:01:30 PM EDT,2983,777
7/30/13 4:01:30 PM EDT,2984,770
7/30/13 4:01:30 PM EDT,2985,765
7/30/13 4:01:30 PM EDT,2986,788
7/30/13 4:01:30 PM EDT,2987,775
7/30/13 4:01:30 PM EDT,2988,769
7/30/13 4:01:30 PM EDT,2989,771
7/30/13 4:01:30 PM EDT,2990,771
7/30/13 4:01:30 PM EDT,2991,765
7/30/13 4:01:30 PM EDT,2992,766
7/30/13 4:01:30 PM EDT,2993,779
7/30/13 4:01:30 PM EDT,2994,775
7/30/13 4:01:30 PM EDT,2995,766
7/30/13 4:01:30 PM EDT,2996,766
7/30/13 4:01:30 PM EDT,2997,777
7/30/13 4:01:30 PM EDT,2998,769
7/30/13 4:01:30 PM EDT,2999,765
