2229,0.4072072072,-275.063963964
2230,0.4264150943,-290.3188679245
2231,0.4185185185,-285.8888888889
2232,0.4185185185,-280.0296296296
2233,0.4185185185,-288.4
2234,0.4146788991,-285.8082568807
2235,0.4109090909,-277.1
2236,0.4109090909,-272.9909090909
2237,0.4109090909,-273.4018181818
2238,0.4185185185,-285.0518518519
2239,0.4224299065,-287.238317757
2240,0.4109090909,-273.4018181818
2241,0.4146788991,-281.2467889908
2242,0.4,-268.3
2243,0.4072072072,-274.2495495496
2244,0.4224299065,-284.7037383178
2245,0.4109090909,-277.9218181818
2246,0.4146788991,-277.1
2247,0.4109090909,-279.1545454545
2248,0.4,-263.1
2249,0.4146788991,-277.9293577982
2250,0.4109090909,-280.3872727273
2251,0.4041666667,-270.6
2252,0.4008264463,-274.047107438
2253,0.4041666667,-277.0666666667
2254,0.4008264463,-264.8280991736
2255,0.4041666667,-271.0041666667
2256,0.3975409836,-267.1016393443
2257,0.3975409836,-268.6918032787
2258,0.3943089431,-262.6349593496
2259,0.388,-258.572
2260,0.4041666667,-271.0041666667
2261,0.4110169492,-284.4923728814
2262,0.4110169492,-278.7381355932
2263,0.4041666667,-278.2791666667
2264,0.3975409836,-267.1016393443
2265,0.4075630252,-276.468907563
2266,0.3975409836,-269.8844262295
2267,0.3975409836,-268.6918032787
2268,0.4075630252,-281.3596638655
2269,0.3975409836,-263.9213114754
2270,0.4008264463,-270.0388429752
2391,0.4252,-284.1
2392,0.4292,-292.74
2393,0.4375,-301.75
2394,0.4252,-283.68
2395,0.4292,-292.31
2396,0.4252,-287.93
2397,0.4417,-300.2
2398,0.4333,-287.67
2399,0.4375,-296.94
2400,0.4292,-296.17
2402,0.4213,-288.27
2403,0.4292,-295.74
2404,0.4333,-297.2
2406,0.4174,-282.76
2407,0.4252,-284.1
2408,0.4213,-281.53
2409,0.4252,-290.06
2410,0.4136,-279
2411,0.4197,-285.32
2412,0.4202,-284.26
2413,0.4058,-270.11
2414,0.427,-287.55
2415,0.4126,-269.95
2416,0.4164,-278.4
2417,0.4092,-274.33
2418,0.4233,-288.54
2419,0.4164,-279.23
2420,0.4126,-276.77
2421,0.4126,-276.36
2422,0.4202,-283.42
2423,0.4164,-283.4
2424,0.4164,-287.15
2425,0.4164,-280.9
2426,0.4164,-281.73
2427,0.4053,-272.79
2428,0.4126,-278.42
2429,0.4126,-281.73
2430,0.4202,-288.46
2431,0.4164,-275.9
2432,0.4107,-274.09
2432,0.408,-272.34
2433,0.4241,-288.96
2434,0.4089,-271.09
2435,0.428,-291.6
2436,0.4182,-285.65
2436,0.4117,-281.32
2437,0.4241,-278.36
2438,0.4202,-285.1
2439,0.428,-289.03
2440,0.4241,-294.05
2441,0.4202,-280.48
2442,0.4164,-281.73
2443,0.4035,-271
2443,0.4044,-271.6
2444,0.428,-293.74
2450,0.4164,-283.4
2451,0.4164,-278.4
2452,0.4126,-278.42
2453,0.4053,-269.96
2454,0.4164,-280.07
2455,0.428,-292.03
2456,0.4164,-281.73
2457,0.4202,-282.58
2458,0.4164,-281.73
2459,0.4126,-276.77
2460,0.3966,-262.47
2460,0.3974,-263.01
2461,0.4071,-274.16
2461,0.408,-274.79
2462,0.4089,-279.67
2464,0.4164,-277.99
2465,0.428,-293.74
2466,0.4241,-290.23
2467,0.4241,-283.87
2468,0.4126,-271.41
2469,0.4202,-285.52
2470,0.4202,-286.36
2471,0.4044,-271.2
2472,0.4009,-270.08
2473,0.4044,-269.98
2474,0.4044,-272.82
2475,0.4044,-269.98
2476,0.394,-263.17
2477,0.408,-276.83
2478,0.3974,-265
2479,0.4009,-264.46
2480,0.4009,-264.06
2481,0.3974,-269.77
2482,0.3974,-263.81
2483,0.4044,-275.24
2484,0.394,-265.53
2485,0.408,-284.58
2486,0.4044,-271.6
2487,0.4009,-272.08
2488,0.4044,-268.77
2489,0.4155,-283.82
2490,0.4044,-269.18
2874,0.4241,-293.2
2876,0.4241,-287.69
2878,0.4241,-287.26
2880,0.4126,-279.86
2881,0.4197,-281.96
2882,0.4197,-283.22
2883,0.4161,-284.23
2884,0.4345,-300.29
2885,0.4092,-271.47
2886,0.4092,-273.1
2887,0.4233,-284.73
2888,0.4126,-278.21
2889,0.4092,-279.65
2890,0.4126,-278.62
2965,0.4126,-274.71
2966,0.4202,-286.78
2980,0.4107,-276.96
2981,0.4,-269.5
2982,0.4035,-266.56
2983,0.3932,-265.79
2984,0.3966,-265.64
2985,0.3966,-263.66
2986,0.4,-275.5
2987,0.3932,-265
2988,0.4071,-273.34
2989,0.4035,-271.41
2990,0.4071,-274.16
2991,0.4,-266.3
2992,0.4107,-274.91
2993,0.4107,-280.25
2994,0.4071,-275.79
2995,0.4,-266.7
2996,0.4182,-280.63
2997,0.4107,-279.43
2998,0.4107,-276.14
2999,0.4182,-280.21
