2021,0.4227,-287.46
2022,0.4227,-282.39
2023,0.4192,-281.38
2024,0.4123,-273.23
2025,0.4192,-287.25
2026,0.4123,-276.12
2027,0.4192,-280.96
2028,0.4299,-297.35
2029,0.4192,-286.83
2030,0.4227,-287.04
2031,0.4056,-267.78
2032,0.4089,-276.82
2033,0.4089,-277.23
2034,0.4123,-278.59
2035,0.4192,-287.25
2036,0.4123,-278.18
2037,0.4157,-280.39
2038,0.4089,-272.32
2039,0.4089,-276.41
2040,0.4157,-278.31
2041,0.4192,-284.74
2042,0.4192,-282.22
2043,0.4227,-291.27
2044,0.4263,-289.81
2045,0.4227,-287.04
2046,0.4089,-273.14
2047,0.4123,-273.23
2048,0.4089,-269.46
2049,0.4227,-288.31
2050,0.4123,-279.83
2051,0.4157,-283.3
2052,0.4192,-277.61
2053,0.4056,-275.08
2054,0.4089,-271.91
2055,0.4089,-274.37
2056,0.4056,-270.21
2057,0.3992,-267.29
2058,0.4123,-281.07
2059,0.4123,-279.83
2060,0.4227,-284.5
2061,0.407,-277.07
2062,0.4168,-283.42
2063,0.4236,-288.67
2064,0.4202,-280.56
2065,0.4135,-276.72
2066,0.4135,-280.86
2067,0.4306,-291.08
2068,0.4168,-289.26
2069,0.4202,-281.4
2070,0.4202,-285.18
2071,0.4135,-275.07
2072,0.4168,-285.09
2073,0.4168,-285.92
2074,0.4168,-280.92
2075,0.4039,-268.15
2076,0.4168,-274.67
2077,0.4135,-272.17
2078,0.4168,-277.58
2079,0.4236,-286.98
2080,0.407,-273.81
2081,0.4135,-270.93
2082,0.4102,-278.33
2083,0.4102,-275.87
2084,0.4202,-282.24
2085,0.427,-290.08
2086,0.4236,-289.1
2087,0.4168,-281.34
2088,0.4202,-286.87
2089,0.4202,-288.13
2090,0.4135,-276.31
2091,0.4202,-285.6
2092,0.4102,-274.23
2093,0.4236,-290.37
2094,0.4236,-287.4
2095,0.4039,-272.19
2096,0.4135,-275.07
2097,0.427,-290.08
2098,0.427,-287.52
2099,0.4236,-282.74
2100,0.4236,-284.01
2101,0.4162,-283.27
2102,0.4127,-277.65
2103,0.4058,-272.37
2104,0.4092,-276.22
2105,0.4127,-286.32
2106,0.4162,-285.77
2107,0.4092,-276.63
2108,0.4092,-270.9
2109,0.4127,-284.25
2110,0.3992,-264.88
2111,0.3959,-268.35
2112,0.4127,-282.6
2113,0.4025,-273.02
2114,0.4058,-273.19
2115,0.4127,-278.89
2116,0.4025,-262.56
2117,0.4058,-272.78
2118,0.4092,-274.17
2119,0.4127,-277.24
2120,0.4025,-264.17
2121,0.4127,-278.06
2122,0.4198,-288.15
2123,0.4092,-278.67
2124,0.4058,-276.03
2125,0.4058,-270.75
2126,0.4058,-275.22
2127,0.4162,-282.02
2128,0.4162,-283.27
2129,0.3896,-257.98
2130,0.4092,-279.08
2131,0.4025,-271.01
2132,0.4058,-270.35
2133,0.4025,-268.59
2134,0.4025,-262.96
2135,0.4058,-271.16
2136,0.3959,-264.78
2137,0.4092,-274.58
2138,0.4058,-269.53
2139,0.4025,-271.81
2140,0.4127,-277.65
2211,0.4224299065,-285.1261682243
2212,0.4264150943,-287.7603773585
2213,0.4224299065,-282.591588785
2214,0.4304761905,-291.3057142857
2215,0.4264150943,-284.7754716981
2216,0.4264150943,-292.4509433962
2217,0.4304761905,-290.8752380952
2218,0.4304761905,-299.4847619048
2219,0.4185185185,-279.6111111111
2220,0.4146788991,-277.9293577982
2221,0.4264150943,-294.1566037736
2222,0.4072072072,-270.5846846847
2223,0.4072072072,-271.8063063063
2224,0.4146788991,-280.8321100917
2225,0.4185185185,-278.7740740741
2226,0.4224299065,-285.9710280374
2227,0.4146788991,-277.1
2228,0.4185185185,-285.4703703704
